filename,timestamp
../output/experiment_F1/images/frame_0.jpg,2025-07-29 12:00:21
../output/experiment_F1/images/frame_1.jpg,2025-07-29 12:00:23
../output/experiment_F1/images/frame_2.jpg,2025-07-29 12:00:25
../output/experiment_F1/images/frame_3.jpg,2025-07-29 12:00:27
../output/experiment_F1/images/frame_4.jpg,2025-07-29 12:00:29
../output/experiment_F1/images/frame_5.jpg,2025-07-29 12:00:31
../output/experiment_F1/images/frame_6.jpg,2025-07-29 12:00:33
../output/experiment_F1/images/frame_7.jpg,2025-07-29 12:00:36
../output/experiment_F1/images/frame_8.jpg,2025-07-29 12:00:38
../output/experiment_F1/images/frame_9.jpg,2025-07-29 12:00:40
../output/experiment_F1/images/frame_10.jpg,2025-07-29 12:00:42
../output/experiment_F1/images/frame_11.jpg,2025-07-29 12:00:44
../output/experiment_F1/images/frame_12.jpg,2025-07-29 12:00:46
../output/experiment_F1/images/frame_13.jpg,2025-07-29 12:00:48
../output/experiment_F1/images/frame_14.jpg,2025-07-29 12:00:50
../output/experiment_F1/images/frame_15.jpg,2025-07-29 12:00:52
../output/experiment_F1/images/frame_16.jpg,2025-07-29 12:00:55
../output/experiment_F1/images/frame_17.jpg,2025-07-29 12:00:57
../output/experiment_F1/images/frame_18.jpg,2025-07-29 12:00:59
../output/experiment_F1/images/frame_19.jpg,2025-07-29 12:01:01
../output/experiment_F1/images/frame_20.jpg,2025-07-29 12:01:03
../output/experiment_F1/images/frame_21.jpg,2025-07-29 12:01:05
../output/experiment_F1/images/frame_22.jpg,2025-07-29 12:01:07
../output/experiment_F1/images/frame_23.jpg,2025-07-29 12:01:09
../output/experiment_F1/images/frame_24.jpg,2025-07-29 12:01:11
../output/experiment_F1/images/frame_25.jpg,2025-07-29 12:01:14
../output/experiment_F1/images/frame_26.jpg,2025-07-29 12:01:16
../output/experiment_F1/images/frame_27.jpg,2025-07-29 12:01:18
../output/experiment_F1/images/frame_28.jpg,2025-07-29 12:01:20
../output/experiment_F1/images/frame_29.jpg,2025-07-29 12:01:22
../output/experiment_F1/images/frame_30.jpg,2025-07-29 12:01:24
../output/experiment_F1/images/frame_31.jpg,2025-07-29 12:01:26
../output/experiment_F1/images/frame_32.jpg,2025-07-29 12:01:28
../output/experiment_F1/images/frame_33.jpg,2025-07-29 12:01:30
../output/experiment_F1/images/frame_34.jpg,2025-07-29 12:01:33
../output/experiment_F1/images/frame_35.jpg,2025-07-29 12:01:35
../output/experiment_F1/images/frame_36.jpg,2025-07-29 12:01:37
../output/experiment_F1/images/frame_37.jpg,2025-07-29 12:01:39
../output/experiment_F1/images/frame_38.jpg,2025-07-29 12:01:41
../output/experiment_F1/images/frame_39.jpg,2025-07-29 12:01:43
../output/experiment_F1/images/frame_40.jpg,2025-07-29 12:01:45
../output/experiment_F1/images/frame_41.jpg,2025-07-29 12:01:47
../output/experiment_F1/images/frame_42.jpg,2025-07-29 12:01:50
../output/experiment_F1/images/frame_43.jpg,2025-07-29 12:01:52
../output/experiment_F1/images/frame_44.jpg,2025-07-29 12:01:54
../output/experiment_F1/images/frame_45.jpg,2025-07-29 12:01:56
../output/experiment_F1/images/frame_46.jpg,2025-07-29 12:01:58
