filename,timestamp
../output/experiment_A2/images/frame_0.jpg,2025-07-25 12:58:00
../output/experiment_A2/images/frame_1.jpg,2025-07-25 12:58:02
../output/experiment_A2/images/frame_2.jpg,2025-07-25 12:58:04
../output/experiment_A2/images/frame_3.jpg,2025-07-25 12:58:06
../output/experiment_A2/images/frame_4.jpg,2025-07-25 12:58:08
../output/experiment_A2/images/frame_5.jpg,2025-07-25 12:58:11
../output/experiment_A2/images/frame_6.jpg,2025-07-25 12:58:13
../output/experiment_A2/images/frame_7.jpg,2025-07-25 12:58:15
../output/experiment_A2/images/frame_8.jpg,2025-07-25 12:58:17
../output/experiment_A2/images/frame_9.jpg,2025-07-25 12:58:19
../output/experiment_A2/images/frame_10.jpg,2025-07-25 12:58:22
../output/experiment_A2/images/frame_11.jpg,2025-07-25 12:58:24
../output/experiment_A2/images/frame_12.jpg,2025-07-25 12:58:26
../output/experiment_A2/images/frame_13.jpg,2025-07-25 12:58:28
../output/experiment_A2/images/frame_14.jpg,2025-07-25 12:58:30
../output/experiment_A2/images/frame_15.jpg,2025-07-25 12:58:32
../output/experiment_A2/images/frame_16.jpg,2025-07-25 12:58:35
../output/experiment_A2/images/frame_17.jpg,2025-07-25 12:58:37
../output/experiment_A2/images/frame_18.jpg,2025-07-25 12:58:39
../output/experiment_A2/images/frame_19.jpg,2025-07-25 12:58:41
../output/experiment_A2/images/frame_20.jpg,2025-07-25 12:58:43
../output/experiment_A2/images/frame_21.jpg,2025-07-25 12:58:46
../output/experiment_A2/images/frame_22.jpg,2025-07-25 12:58:48
../output/experiment_A2/images/frame_23.jpg,2025-07-25 12:58:50
../output/experiment_A2/images/frame_24.jpg,2025-07-25 12:58:52
../output/experiment_A2/images/frame_25.jpg,2025-07-25 12:58:54
../output/experiment_A2/images/frame_26.jpg,2025-07-25 12:58:57
../output/experiment_A2/images/frame_27.jpg,2025-07-25 12:58:59
../output/experiment_A2/images/frame_28.jpg,2025-07-25 12:59:01
../output/experiment_A2/images/frame_29.jpg,2025-07-25 12:59:03
../output/experiment_A2/images/frame_30.jpg,2025-07-25 12:59:05
../output/experiment_A2/images/frame_31.jpg,2025-07-25 12:59:07
../output/experiment_A2/images/frame_32.jpg,2025-07-25 12:59:10
../output/experiment_A2/images/frame_33.jpg,2025-07-25 12:59:12
../output/experiment_A2/images/frame_34.jpg,2025-07-25 12:59:14
../output/experiment_A2/images/frame_35.jpg,2025-07-25 12:59:16
../output/experiment_A2/images/frame_36.jpg,2025-07-25 12:59:18
../output/experiment_A2/images/frame_37.jpg,2025-07-25 12:59:21
../output/experiment_A2/images/frame_38.jpg,2025-07-25 12:59:23
../output/experiment_A2/images/frame_39.jpg,2025-07-25 12:59:25
../output/experiment_A2/images/frame_40.jpg,2025-07-25 12:59:27
../output/experiment_A2/images/frame_41.jpg,2025-07-25 12:59:29
../output/experiment_A2/images/frame_42.jpg,2025-07-25 12:59:32
../output/experiment_A2/images/frame_43.jpg,2025-07-25 12:59:34
../output/experiment_A2/images/frame_44.jpg,2025-07-25 12:59:36
../output/experiment_A2/images/frame_45.jpg,2025-07-25 12:59:38
../output/experiment_A2/images/frame_46.jpg,2025-07-25 12:59:40
../output/experiment_A2/images/frame_47.jpg,2025-07-25 12:59:42
../output/experiment_A2/images/frame_48.jpg,2025-07-25 12:59:45
../output/experiment_A2/images/frame_49.jpg,2025-07-25 12:59:47
../output/experiment_A2/images/frame_50.jpg,2025-07-25 12:59:49
../output/experiment_A2/images/frame_51.jpg,2025-07-25 12:59:51
../output/experiment_A2/images/frame_52.jpg,2025-07-25 12:59:53
../output/experiment_A2/images/frame_53.jpg,2025-07-25 12:59:56
../output/experiment_A2/images/frame_54.jpg,2025-07-25 12:59:58
../output/experiment_A2/images/frame_55.jpg,2025-07-25 13:00:00
../output/experiment_A2/images/frame_56.jpg,2025-07-25 13:00:02
../output/experiment_A2/images/frame_57.jpg,2025-07-25 13:00:04
../output/experiment_A2/images/frame_58.jpg,2025-07-25 13:00:07
../output/experiment_A2/images/frame_59.jpg,2025-07-25 13:00:09
../output/experiment_A2/images/frame_60.jpg,2025-07-25 13:00:11
../output/experiment_A2/images/frame_61.jpg,2025-07-25 13:00:13
../output/experiment_A2/images/frame_62.jpg,2025-07-25 13:00:15
../output/experiment_A2/images/frame_63.jpg,2025-07-25 13:00:17
../output/experiment_A2/images/frame_64.jpg,2025-07-25 13:00:20
../output/experiment_A2/images/frame_65.jpg,2025-07-25 13:00:22
../output/experiment_A2/images/frame_66.jpg,2025-07-25 13:00:24
../output/experiment_A2/images/frame_67.jpg,2025-07-25 13:00:26
